variable_name,data_type,n_unique,n_missing,pct_missing,min,max,range,mean,median,std,precision,mode
id,continuous,570.0,0,0.0,1913774,1527204974355428183,1.5272049743535145e+18,6.141019583877284e+17,7.03583339751348e+17,5.471651467192643e+17,0.0,1913774
listing_url,discrete_categorical,570.0,0,0.0,https://www.airbnb.com/rooms/1003670265286987594,https://www.airbnb.com/rooms/994328687289367772,,,,,,https://www.airbnb.com/rooms/1003670265286987594
scrape_id,discrete_numeric,1.0,0,0.0,20251017043258,20251017043258,0.0,20251017043258.0,20251017043258.0,0.0,0.0,20251017043258
last_scraped,discrete_categorical,1.0,0,0.0,2025-10-17,2025-10-17,,,,,,2025-10-17
source,discrete_categorical,2.0,0,0.0,city scrape,previous scrape,,,,,,city scrape
name,discrete_categorical,564.0,0,0.0,"""Elegant Escape"" (KING BED) Great Location!",💥New! 👑KING BEDS 🐶Pets📍Location ⛰Views 🔹Modern,,,,,,Downtown Bozeman Stay | Breakfast. Kitchen. Pool.
description,discrete_categorical,529.0,6,1.05,"""Awesome host, location and lodging!"" -Seth • Rece...",🔥 Luxury Bozeman Getaway | Modern and Fully Loaded...,,,,,,The Sapphire Motel is the perfect home base for yo...
neighborhood_overview,discrete_categorical,280.0,266,46.67,- Walk to Montana State University's campus & Nort...,✅ What’s Nearby • Downtown Bozeman – Approx. 0.9 m...,,,,,,✅ What’s Nearby • Downtown Bozeman – Approx. 0.6 m...
picture_url,discrete_categorical,569.0,0,0.0,https://a0.muscache.com/pictures/00f416c1-6a8d-4ba...,https://a0.muscache.com/pictures/prohost-api/Hosti...,,,,,,https://a0.muscache.com/pictures/hosting/Hosting-U...
host_id,continuous,326.0,0,0.0,159312,705006599,704847287.0,161291200.65614036,87300632.0,170047413.55826196,0.0,158595657
host_url,discrete_categorical,326.0,0,0.0,https://www.airbnb.com/users/show/100568826,https://www.airbnb.com/users/show/9892898,,,,,,https://www.airbnb.com/users/show/158595657
host_name,discrete_categorical,270.0,0,0.0,Aaron,Zack,,,,,,Mountain Home
host_since,discrete_categorical,307.0,0,0.0,2010-07-06,2025-07-03,,,,,,2017-11-13
host_location,discrete_categorical,40.0,83,14.56,"Acton, MA","Waco, TX",,,,,,"Bozeman, MT"
host_about,discrete_categorical,185.0,183,32.11,I am a food enthusiast-map collector-yogi-sailor-a...,"XC skier, mountain biker, trail runner, hiker, bac...",,,,,,Mountain Home is run by members of the local commu...
host_response_time,discrete_categorical,4.0,62,10.88,a few days or more,within an hour,,,,,,within an hour
host_response_rate,discrete_categorical,15.0,62,10.88,0%,99%,,,,,,100%
host_acceptance_rate,discrete_categorical,38.0,48,8.42,0%,99%,,,,,,100%
host_is_superhost,discrete_categorical,2.0,9,1.58,f,t,,,,,,t
host_thumbnail_url,discrete_categorical,319.0,0,0.0,https://a0.muscache.com/defaults/user_pic-50x50.pn...,https://z0.muscache.cn/im/pictures/user/0339516e-0...,,,,,,https://a0.muscache.com/im/pictures/user/556be290-...
host_picture_url,discrete_categorical,319.0,0,0.0,https://a0.muscache.com/defaults/user_pic-225x225....,https://z0.muscache.cn/im/pictures/user/0339516e-0...,,,,,,https://a0.muscache.com/im/pictures/user/556be290-...
host_neighbourhood,discrete_categorical,13.0,472,82.81,Bigfork Landing,Winstead Park,,,,,,Cameron
host_listings_count,discrete_numeric,22.0,0,0.0,1,1148,1147.0,40.09473684210526,2.0,155.54240310543818,0.0,1
host_total_listings_count,discrete_numeric,28.0,0,0.0,1,2341,2340.0,69.65964912280701,3.0,311.5852713487811,0.0,1
host_verifications,discrete_categorical,5.0,0,0.0,"['email', 'phone', 'work_email']",['phone'],,,,,,"['email', 'phone']"
host_has_profile_pic,discrete_categorical,2.0,0,0.0,f,t,,,,,,t
host_identity_verified,discrete_categorical,2.0,0,0.0,f,t,,,,,,t
neighbourhood,discrete_categorical,1.0,266,46.67,Neighborhood highlights,Neighborhood highlights,,,,,,Neighborhood highlights
neighbourhood_cleansed,discrete_categorical,1.0,0,0.0,Bozeman,Bozeman,,,,,,Bozeman
neighbourhood_group_cleansed,empty,,570,100.0,,,,,,,,
latitude,continuous,522.0,0,0.0,45.64226,45.729839,0.08757899999999808,45.68155720318592,45.681490249999996,0.013213690307871243,14.0,45.66179
longitude,continuous,537.0,0,0.0,-111.11787,-111.00741,0.11046000000000333,-111.05240601287124,-111.04525512513122,0.02393485016800118,14.0,-111.11288
property_type,discrete_categorical,22.0,0,0.0,Camper/RV,Shared room in hostel,,,,,,Entire home
room_type,discrete_categorical,3.0,0,0.0,Entire home/apt,Shared room,,,,,,Entire home/apt
accommodates,discrete_numeric,15.0,0,0.0,1,16,15.0,4.5508771929824565,4.0,2.247836124640742,0.0,4
bathrooms,discrete_numeric,10.0,52,9.12,1.0,6.5,5.5,1.6370656370656371,1.0,0.8148386174406627,0.0,1.0
bathrooms_text,discrete_categorical,14.0,0,0.0,1 bath,6.5 baths,,,,,,1 bath
bedrooms,discrete_numeric,7.0,3,0.53,0.0,6.0,6.0,2.0299823633156966,2.0,1.0537584591108922,0.0,2.0
beds,discrete_numeric,11.0,52,9.12,0.0,10.0,10.0,2.577220077220077,2.0,1.466855738663055,0.0,2.0
amenities,discrete_categorical,562.0,0,0.0,"[""42 inch HDTV"", ""Drying rack for clothing"", ""Long...","[""Wine glasses"", ""Hot water kettle"", ""Smoke alarm""...",,,,,,"[""Elevator"", ""Long term stays allowed"", ""Breakfast..."
price,discrete_categorical,243.0,52,9.12,"$1,059.00",$99.00,,,,,,$120.00
minimum_nights,discrete_numeric,14.0,0,0.0,1,400,399.0,10.885964912280702,2.0,22.28815867408898,0.0,1
maximum_nights,discrete_numeric,43.0,0,0.0,4,1125,1121.0,483.8666666666667,365.0,428.5574812136166,0.0,365
minimum_minimum_nights,discrete_numeric,14.0,1,0.18,1.0,400.0,399.0,10.738137082601055,2.0,22.16304747285427,0.0,1.0
maximum_minimum_nights,continuous,21.0,1,0.18,1.0,450.0,449.0,14.44463971880492,4.0,31.18923687339863,1.0,30.0
minimum_maximum_nights,continuous,37.0,1,0.18,1.0,1125.0,1124.0,649.0896309314587,365.0,465.7409181805322,1.0,1125.0
maximum_maximum_nights,continuous,34.0,1,0.18,4.0,1125.0,1121.0,735.2038664323375,1125.0,442.3500827277528,1.0,1125.0
minimum_nights_avg_ntm,continuous,80.0,0,0.0,1.0,400.0,399.0,12.112456140350877,3.0,22.944641929081932,1.0,2.0
maximum_nights_avg_ntm,continuous,79.0,0,0.0,4.0,1125.0,1121.0,683.4347368421053,727.75,441.2523000775682,1.0,1125.0
calendar_updated,empty,,570,100.0,,,,,,,,
has_availability,discrete_categorical,1.0,6,1.05,t,t,,,,,,t
availability_30,discrete_numeric,31.0,0,0.0,0,30,30.0,15.261403508771929,17.0,10.68317097771908,0.0,0
availability_60,continuous,60.0,0,0.0,0,60,60.0,33.64035087719298,40.0,20.842672528233983,0.0,0
availability_90,continuous,82.0,0,0.0,0,90,90.0,52.37543859649123,60.0,29.80851767668866,0.0,0
availability_365,continuous,255.0,0,0.0,0,365,365.0,222.95087719298246,260.5,118.51702750096727,0.0,0
calendar_last_scraped,discrete_categorical,1.0,0,0.0,2025-10-17,2025-10-17,,,,,,2025-10-17
number_of_reviews,continuous,199.0,0,0.0,0,844,844.0,81.00175438596492,38.0,122.820306810115,0.0,0
number_of_reviews_ltm,continuous,81.0,0,0.0,0,151,151.0,16.971929824561403,9.0,21.378320855392765,0.0,0
number_of_reviews_l30d,discrete_numeric,12.0,0,0.0,0,12,12.0,1.5070175438596491,1.0,2.130402541986919,0.0,0
availability_eoy,continuous,74.0,0,0.0,0,76,76.0,42.73157894736842,50.0,25.763966184689277,0.0,0
number_of_reviews_ly,continuous,84.0,0,0.0,0,121,121.0,17.066666666666666,6.0,23.12955286171555,0.0,0
estimated_occupancy_l365d,continuous,51.0,0,0.0,0,255,255.0,100.36666666666666,78.0,90.73093506418613,0.0,0
estimated_revenue_l365d,continuous,369.0,52,9.12,0.0,99900.0,99900.0,17716.490347490348,14985.0,16647.56644511125,1.0,0.0
first_review,discrete_categorical,435.0,74,12.98,2013-11-22,2025-10-12,,,,,,2021-10-04
last_review,discrete_categorical,167.0,74,12.98,2021-03-07,2025-10-16,,,,,,2025-10-12
review_scores_rating,continuous,45.0,74,12.98,4.0,5.0,1.0,4.919536290322581,4.96,0.1303669517734282,2.0,5.0
review_scores_accuracy,continuous,41.0,74,12.98,3.0,5.0,2.0,4.9174999999999995,4.96,0.1626615746843362,2.0,5.0
review_scores_cleanliness,continuous,43.0,74,12.98,3.79,5.0,1.21,4.923790322580645,4.96,0.13007126402222813,2.0,5.0
review_scores_checkin,continuous,37.0,74,12.98,4.1,5.0,0.9000000000000004,4.94008064516129,4.97,0.10097501215240774,2.0,5.0
review_scores_communication,continuous,39.0,74,12.98,4.0,5.0,1.0,4.942399193548388,4.98,0.11884668809889318,2.0,5.0
review_scores_location,continuous,39.0,74,12.98,3.0,5.0,2.0,4.918447580645162,4.95,0.14981136042138665,2.0,5.0
review_scores_value,continuous,55.0,74,12.98,3.5,5.0,1.5,4.811774193548388,4.87,0.19858305495817116,2.0,5.0
license,discrete_categorical,349.0,157,27.54,Exempt,str29-00222,,,,,,Exempt
instant_bookable,discrete_categorical,2.0,0,0.0,f,t,,,,,,f
calculated_host_listings_count,discrete_numeric,12.0,0,0.0,1,40,39.0,7.578947368421052,2.0,11.678540499763077,0.0,1
calculated_host_listings_count_entire_homes,discrete_numeric,13.0,0,0.0,0,40,40.0,7.15438596491228,1.0,11.805572991789832,0.0,1
calculated_host_listings_count_private_rooms,discrete_numeric,6.0,0,0.0,0,10,10.0,0.41578947368421054,0.0,1.6325220091190413,0.0,0
calculated_host_listings_count_shared_rooms,discrete_numeric,2.0,0,0.0,0,1,1.0,0.0017543859649122807,0.0,0.041885390829169554,0.0,0
reviews_per_month,continuous,303.0,74,12.98,0.03,10.0,9.97,1.9612096774193548,1.44,1.8370917256554762,2.0,0.05
price_clean,continuous,243.0,52,9.12,42.0,1447.0,1405.0,198.28185328185327,165.0,136.18935822896697,1.0,120.0
