id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
36798038,"Haven in Bozeman- Close to MSU, Main St, Trails",1978098,Kimberly,,Bozeman,45.66114,-111.03716,Entire home/apt,177,1,238,2025-09-29,3.14,1,349,33,STR23-00226
36931430,Bridger View Bunkhouse,41269419,Chase,,Bozeman,45.69669,-111.09403,Entire home/apt,85,2,474,2025-10-12,6.27,1,176,62,STR20-00011
37483040,DT Charm: Bridger Ski Shuttle Just Steps Away!,21088231,Justine,,Bozeman,45.68849,-111.03182,Entire home/apt,103,1,446,2025-09-29,5.94,1,291,64,STR23-00031
37658979,Lindley Place Cottage,8224408,Paul,,Bozeman,45.67626,-111.03297,Entire home/apt,215,2,38,2025-09-29,0.51,17,337,9,str20-00290
37863453,One bedroom and separate  bath just for you!,186311619,Jan,,Bozeman,45.67992,-111.07972,Private room,70,1,276,2025-10-13,3.69,1,39,58,STR23-22530
38379009,Tenderfoot Cottage,104010331,Dream MT,,Bozeman,45.68676,-111.03931,Entire home/apt,220,30,41,2023-09-28,0.56,3,220,0,
39002591,"The Green Door - Modern Studio, Great Location",45830254,Phillip,,Bozeman,45.67519,-111.05651,Entire home/apt,89,2,336,2025-10-15,4.66,1,193,69,STR20-00140
39028561,Creekside Cottage on Bozeman Creek,299079914,Bart,,Bozeman,45.66400909423828,-111.03108215332031,Entire home/apt,125,30,151,2024-01-29,2.06,1,313,0,
39551580,Peach House,8224408,Paul,,Bozeman,45.68501,-111.03931,Entire home/apt,170,2,27,2025-09-30,0.45,17,357,5,str20-00188
39642791,BozemanAir - Cottage Near Montana State University,304628102,Lisa,,Bozeman,45.64474,-111.06422,Entire home/apt,231,2,79,2025-09-17,1.15,1,328,5,STR20-00014
39951421,Beall Park Guest House,8224408,Paul,,Bozeman,45.68302,-111.03683,Entire home/apt,280,2,22,2025-10-12,0.32,17,330,5,str20-00253
39951635,Fridley Cottage,8224408,Paul,,Bozeman,45.68331,-111.02892,Entire home/apt,206,2,19,2025-10-03,0.28,17,246,5,str29-00222
40202339,SoBo Cottage  |  5-star Downtown Favorite,310484531,Lisa,,Bozeman,45.67773,-111.0346,Entire home/apt,227,3,70,2025-10-12,1.02,2,198,5,STR20-00293
40806022,Cozy Apartment in Heart of Downtown!,317251520,Katie,,Bozeman,45.6827,-111.04561,Entire home/apt,90,2,204,2025-07-20,3.00,4,59,4,STR23-00101
41080693,Comfy West Side Townhouse w/ Two Master Suites,206664747,Penny S,,Bozeman,45.68641,-111.10851,Entire home/apt,258,2,62,2025-08-17,0.89,1,83,4,STR22-00070
41296861,Charming Home Near MSU & Downtown Bozeman,32302835,Sarah,,Bozeman,45.68151,-111.04976,Entire home/apt,187,2,249,2025-10-02,3.57,1,346,23,STR20-00131
41749663,Aspen Brook - Immaculate home with mountain views.,329791321,Patrick,,Bozeman,45.72972,-111.06746,Entire home/apt,396,30,67,2025-05-30,1.03,1,288,2,
42330186,The Gray Box! Downtown Apartment,80123200,Heather,,Bozeman,45.68531,-111.03714,Entire home/apt,135,1,448,2025-10-02,6.56,1,136,49,str21-00025
42471467,ADU | Stylish Guesthouse | Walk to Downtown!,22366054,Tessa,,Bozeman,45.68469,-111.03912,Entire home/apt,173,2,310,2025-10-12,4.57,10,335,33,STR21-00033
42563510,Main St Bozeman Condo - Walk to Parks & Eateries!,122381278,Evolve,,Bozeman,45.67899,-111.02318,Entire home/apt,269,2,69,2025-09-15,1.08,10,322,8,STR23-00051
42690670,Bozeman Surf House,340073907,Robert Thurin,,Bozeman,45.68477,-111.03245,Entire home/apt,,400,142,2024-07-28,2.33,1,269,0,Str20-00257
42913733,Historic Bozeman Hideaway,2209026,Kristen,,Bozeman,45.683712,-111.024773,Entire home/apt,,30,99,2025-10-01,1.67,3,0,4,
43516278,Downtown Bungalow - side door,26925375,Jack Michale,,Bozeman,45.67757,-111.03405,Entire home/apt,140,1,418,2025-10-12,6.44,2,325,77,STR23-00008
43624070,"Stylish Two-Bedroom Near Dining, Trails & Downtown",2485195,Kay,,Bozeman,45.66105,-111.03419,Entire home/apt,,3,89,2025-09-10,1.69,1,0,2,STR20-00032
43689621,Cozy upstairs apartment - 5 blocks from downtown,22056231,Kelsey,,Bozeman,45.68364,-111.04161,Entire home/apt,,2,249,2025-07-07,3.84,1,0,14,STR22-00046
43745220,"Adorable, recently renovated 1918 bungalow",67490299,Matthew,,Bozeman,45.67827,-111.04609,Entire home/apt,,30,2,2024-07-31,0.05,1,0,0,
43745279,Lindley House,8224408,Paul,,Bozeman,45.67626,-111.03205,Entire home/apt,909,2,18,2025-03-30,0.32,17,280,2,str20-00389
43745331,Northside Modern Farmhouse,8224408,Paul,,Bozeman,45.68406,-111.03148,Entire home/apt,310,2,13,2025-08-26,0.21,17,283,3,str20-00209
45027743,Modern ADU In Bozeman South Side Historic,80104837,Arne,,Bozeman,45.67701,-111.04049,Entire home/apt,281,2,82,2025-10-06,1.34,1,350,19,STR23-00072
45075319,"Luxury + Sauna, The Woodland Loft",219957508,Luke,,Bozeman,45.68884,-111.06606,Entire home/apt,113,1,509,2025-10-10,8.18,1,226,91,STR21-00003
45179305,2 blocks to DOWNTOWN BOZEMAN!!!,31042092,Bri,,Bozeman,45.67728,-111.03355,Entire home/apt,,2,62,2025-05-27,1.00,1,0,2,STR23-00068
45381974,Cozy Home in the Heart of Downtown,317251520,Katie,,Bozeman,45.68285,-111.04523,Entire home/apt,,2,129,2025-08-30,2.19,4,0,37,STR23-00016
45543284,"Cozy & Luxe ""Lagom1Stay"" Top Floor Loft Downtown",241117654,Abigail,,Bozeman,45.677583261624356,-111.04621612380372,Entire home/apt,210,2,180,2025-10-12,4.56,1,105,37,STR20-00391
45636583,GREAT Location in Downtown Bozeman!,368324386,John,,Bozeman,45.67916,-111.04732,Entire home/apt,111,2,272,2025-10-14,4.47,1,282,48,STR23-00092
45825187,Immaculate Downtown Bozeman Condo 1 Block off Main,27061791,Ambrose And Jill,,Bozeman,45.67761,-111.04702,Entire home/apt,136,2,236,2025-10-12,4.00,1,292,50,STR20-00392
46104133,Lamme Hideaway,104010331,Dream MT,,Bozeman,45.68038,-111.04265,Entire home/apt,442,30,37,2024-05-10,0.62,3,221,0,
46570803,Modern Townhouse on Galligator Trail,8675457,Evan,,Bozeman,45.66722,-111.03707,Entire home/apt,92,30,3,2023-06-12,0.05,1,159,0,
46641566,"The Aviation Suite - great location, lovely views",7161309,Orlando,,Bozeman,45.70168,-111.09859,Entire home/apt,85,30,30,2025-08-31,0.51,3,344,3,
46816607,Trailer Glamping of Story Hills,7831671,Lei-Anna & Troy,,Bozeman,45.69257,-111.02437,Entire home/apt,80,1,60,2025-08-23,1.25,1,330,15,
47469271,Basecamp Bozeman   (STR22-00050),207748076,Richard,,Bozeman,45.67383,-111.05377,Entire home/apt,122,2,50,2025-07-01,1.20,1,32,6,STR22-00050
47769612,Charming cozy 3 bedroom condo walk to dinner,374451536,Dan,,Bozeman,45.68277,-111.0439,Entire home/apt,166,2,186,2025-10-13,3.26,3,348,47,STR22-00055
47871817,Cozy Studio in the Heart of Downtown,317251520,Katie,,Bozeman,45.68282,-111.04558,Entire home/apt,,2,314,2025-08-19,5.66,4,0,39,STR23-00135
47890304,Bozeman 303: Your Bozeman Basecamp!,21834257,Jacqui,,Bozeman,45.67851,-111.04722,Entire home/apt,116,2,197,2025-10-06,3.45,1,334,23,STR20-00399
47906487,"Charming Downtown Apartment, quiet & close to Main",374451536,Dan,,Bozeman,45.68102,-111.04372,Entire home/apt,117,1,165,2025-10-07,2.92,3,357,19,STR22-00021
47966159,Picturesque condo with sweeping mountain views,62463332,Devan,,Bozeman,45.64895,-111.06869,Entire home/apt,118,28,5,2025-09-30,0.13,1,148,1,
48122335,"Bozeman Retreat: Clean, Comfortable, Downtown",103773075,Reno,,Bozeman,45.684978,-111.041138,Entire home/apt,193,2,126,2025-09-21,2.22,4,341,15,STR21-00005
48167177,SOBO #403 Downtown & MSU KING BED,4080107,Elise,,Bozeman,45.67814,-111.04756,Entire home/apt,120,1,231,2025-10-13,4.11,2,255,39,STR23-00196
48168037,SOBO #301 Downtown & MSU Queen Bed,4080107,Elise,,Bozeman,45.67814,-111.04756,Entire home/apt,110,2,249,2025-10-06,4.42,2,256,39,STR23-00195
48200822,Private studio apartment near downtown Bozeman,150728239,Jessica,,Bozeman,45.6714,-111.05277,Entire home/apt,145,2,356,2025-10-13,6.31,1,335,68,STR23-00176
48428210,Bridger View,205470126,Chris,,Bozeman,45.69539,-111.06816,Entire home/apt,103,29,24,2025-01-30,0.43,1,121,1,STR23-00012
48563248,The Cowboy Inn | *Luxury Western Downtown Flat*,166104792,Caleb Joshua,,Bozeman,45.68212,-111.04011,Entire home/apt,156,2,146,2025-10-02,3.15,4,288,39,STR23-00064
48700264,Prof. Decorated 3BR Townhouse,44342268,Samuel Ralph,,Bozeman,45.67968,-111.09647,Entire home/apt,240,3,50,2025-09-15,0.92,1,258,15,STR24-00036
48793153,Smack Dab in the Middle of Bozeman!,393645536,Arik,,Bozeman,45.68786,-111.05606,Entire home/apt,235,3,119,2025-09-21,2.20,1,320,36,STR20-00387
48974287,The Granny Flat,6343008,Drew,,Bozeman,45.69059,-111.09576,Entire home/apt,110,2,124,2025-10-12,2.74,1,193,42,STR23-00152
48979458,"Parks, trails and open spaces!",179304077,Jami,,Bozeman,45.71233,-111.07847,Entire home/apt,207,2,46,2025-09-21,0.88,1,14,10,STR21-00004
49045151,Sweet Little Bungalow -  Full of Plants and Light,174302859,Alayna,,Bozeman,45.66441,-111.04006,Entire home/apt,85,27,15,2025-08-09,0.28,1,160,2,
49096743,1 Bedroom Apartment with Spectacular Views,395972229,Cody,,Bozeman,45.69013,-111.09505,Entire home/apt,109,1,270,2025-10-16,5.11,1,248,50,Str23-00171
49426669,"Beautiful, clean townhome near MSU.",398642839,Dirk,,Bozeman,45.67174,-111.058,Entire home/apt,226,27,9,2025-08-03,0.17,1,150,2,
49563956,Mountain studio-luxe finishes upscale neighborhood,72406868,Jennifer Mae,,Bozeman,45.68269,-111.10016,Entire home/apt,232,1,136,2025-09-15,2.59,1,358,16,STR21-00018
49585772,Chic Bozeman Apartment - 1 Block Off West Main St!,122381278,Evolve,,Bozeman,45.67814,-111.04756,Entire home/apt,126,3,92,2025-09-22,1.71,10,302,23,STR23-00184
49638052,Trapper's Tea Downtown,16439933,Caitlin,,Bozeman,45.67702,-111.04866,Entire home/apt,189,3,82,2025-09-22,1.55,1,0,13,STR23-00180
49748930,Outwest Hideaway - One Bedroom Apartment in Bozema,158595657,Mountain Home,,Bozeman,45.683002,-111.10436,Entire home/apt,308,1,46,2025-07-25,1.03,40,350,11,STR22-00048
49748933,West Side Oasis - Modern Townhome in Bozeman's Val,158595657,Mountain Home,,Bozeman,45.683002,-111.10436,Entire home/apt,280,1,43,2025-09-06,0.82,40,335,14,STR22-00048
49808248,"Homey Stay on Hoover Way Bozeman, MT!",163200599,Julie,,Bozeman,45.70094,-111.07488,Entire home/apt,204,2,151,2025-09-28,2.85,1,38,28,STR21-00017
50075610,The Fox Den in Downtown Bozeman,219491,Elinor (Ellie),,Bozeman,45.678143,-111.047562,Entire home/apt,151,1,238,2025-10-12,4.51,3,281,45,STR23-00116
50191565,The City Slicker -  Spacious 3 Bedroom Luxury Town,158595657,Mountain Home,,Bozeman,45.683912,-111.039173,Entire home/apt,916,1,61,2025-09-22,1.23,40,300,15,STR22-00098
50196973,"Bozeman Retreat: Hip, Clean, Comfy, Downtown",103773075,Reno,,Bozeman,45.684978,-111.041138,Entire home/apt,,3,41,2025-09-21,0.78,4,0,7,STR21-00013
50246548,Bozeman 406 Downtown Loft with Indoor Parking!,3083856,Carrie,,Bozeman,45.678143,-111.047562,Entire home/apt,179,1,192,2025-10-12,3.75,2,334,37,STR23-19013
50268142,Airy Summit Guesthouse with Mountain Views,17222868,Leah,,Bozeman,45.71015,-111.08063,Entire home/apt,140,28,35,2024-10-04,0.67,1,230,0,
50372449,Perkins Perch,8224408,Paul,,Bozeman,45.68446,-111.03054,Entire home/apt,456,2,26,2025-09-01,0.56,17,223,9,str21-00016
50520697,Downtown Bungalow - front door,26925375,Jack Michale,,Bozeman,45.67758,-111.03448,Entire home/apt,140,1,64,2025-10-12,1.22,2,10,8,STR23-00008
50545056,Northside Nook  -  Studio w/ Loft,126115316,Brady,,Bozeman,45.68236,-111.02455,Entire home/apt,,3,90,2025-09-25,2.09,1,0,18,STR22-00013
50570285,Downtown Modern Bungalow - 3BR w/ Hot Tub,147570980,Catherine,,Bozeman,45.67004,-111.04376,Entire home/apt,298,28,6,2025-08-02,0.13,1,268,1,
50675728,Luna Lodge Walkable to Downtown and indoor parking,87338185,Carrie,,Bozeman,45.678093,-111.046989,Entire home/apt,166,2,107,2025-10-12,2.39,1,344,24,STR21-00062
50912777,Beall Street Bungalow-3 blocks from Downtown,44596719,Jade,,Bozeman,45.68119,-111.03468,Entire home/apt,158,1,321,2025-10-06,6.68,2,332,82,STR23-00141
50980152,Downtown Guesthouse,62405798,Ana,,Bozeman,45.674362,-111.033211,Entire home/apt,97,3,276,2025-09-30,5.46,1,97,57,STR21-00019
50980860,Downtown Villa,8224408,Paul,,Bozeman,45.68353,-111.0355,Entire home/apt,319,2,26,2025-08-23,0.50,17,194,7,str23-00138
51088432,GORGEOUS SOBO Urban Loft in Downtown Bozeman,21497881,Victoria,,Bozeman,45.67872,-111.04854,Entire home/apt,137,28,135,2025-10-13,2.72,1,361,39,STR23-00128
51127349,"North Bozeman Loft, Queen bed, Full Kitchen,W/D",62778374,John,,Bozeman,45.68804,-111.03484,Entire home/apt,169,3,71,2025-09-29,1.38,1,259,11,STR21-00028
51169850,Chic Bozeman Getaway - Mins from downtown,56404884,Sharon,,Bozeman,45.70245,-111.073448,Entire home/apt,299,1,95,2025-10-12,1.95,1,77,13,STR21-00048
51225637,Midtown Birdhouse,414692326,Kenneth,,Bozeman,45.68094,-111.04684,Entire home/apt,90,2,125,2025-10-12,2.43,1,334,23,STR23-20495
51361417,Welcoming 3 BDRM/2.5 BA home—sleeps up to 9!,44712267,Emily,,Bozeman,45.68777,-111.05505,Entire home/apt,338,3,108,2025-10-11,2.11,1,55,20,STR22-00007
51543047,Heart of Bozeman: Two-Bedroom Private Suite,391326883,Ken,,Bozeman,45.68758,-111.06143,Entire home/apt,,1,128,2025-08-24,2.51,1,1,20,STR23-00188
51747502,Par Court - Cute Townhome Located in A Quiet Neigh,158595657,Mountain Home,,Bozeman,45.70424,-111.0232,Entire home/apt,184,1,0,,,40,365,0,STR23-54321
51747515,Bozeman Southside Retreat- 30+ Night Rental Home o,158595657,Mountain Home,,Bozeman,45.64361,-111.06736,Entire home/apt,,1,1,2025-07-08,0.29,40,227,1,STR23-12345
51747517,Heart of Bozeman - Luxury Condo in Downtown Bozema,158595657,Mountain Home,,Bozeman,45.67944,-111.03821,Entire home/apt,140,1,0,,,40,331,0,STR23-12345
51747520,Peak View Townhome - Modern Townhome with Amazing,158595657,Mountain Home,,Bozeman,45.64791,-111.06808,Entire home/apt,203,27,2,2025-07-18,0.16,40,360,1,
51747521,Skyview Penthouse- Luxury penthouse in downtown Bo,158595657,Mountain Home,,Bozeman,45.6797,-111.03749,Entire home/apt,203,27,1,2024-03-30,0.05,40,255,0,
51747523,Bridger View Loft -New 30+ Day Furnished Rental Ne,158595657,Mountain Home,,Bozeman,45.68319,-111.02188,Entire home/apt,163,1,0,,,40,292,0,STR23-12345
51825573,Downtown Bozeman Western Cottage,1259005,Alexandria,,Bozeman,45.68239,-111.02943,Entire home/apt,157,2,135,2025-09-15,2.72,1,166,18,STR22-00056
52005720,ADU208: Immaculate 1-bedroom downtown ADU,103773075,Reno,,Bozeman,45.685394,-111.034073,Entire home/apt,151,2,88,2025-10-12,1.79,4,302,31,STR21-00036
52225142,Western Magic - 3 Bedroom + Office Bozeman Condo,9358423,Julie,,Bozeman,45.68662,-111.11566,Entire home/apt,170,30,37,2024-06-04,0.75,1,168,0,
52225520,Meadowlark Suite,20710905,Jacquie,,Bozeman,45.67527,-111.0467,Entire home/apt,118,2,183,2025-10-12,3.76,1,157,43,STR21-00038
52258846,The Cat`s Meow,104010331,Dream MT,,Bozeman,45.68864,-111.04312,Entire home/apt,352,30,18,2023-07-17,0.36,3,220,0,
52281958,Olive House - downtown retreat,7161309,Orlando,,Bozeman,45.6776,-111.04815,Entire home/apt,128,3,180,2025-09-22,3.80,3,245,40,STR23-00123
52303432,Access to all things Bozeman - with indoor parking,271534497,Jason,,Bozeman,45.67758,-111.04696,Entire home/apt,155,3,72,2025-09-28,1.50,1,308,16,STR23-00163
52305194,Bozeman Prairie Craftsman,423332913,Mark,,Bozeman,45.69842,-111.08659,Entire home/apt,508,2,46,2025-10-02,0.94,1,52,9,STR25-00049
52425494,"Access Friendly Location. Airport, MSU & Trails",242945835,Stephanie,,Bozeman,45.70787,-111.08127,Entire home/apt,198,31,59,2025-08-19,1.22,1,31,8,STR24-00019
52436764,Clean & Cozy 2 Bedroom Suite - Near Downtown & MSU,3502709,Dylan,,Bozeman,45.67581,-111.05659,Entire home/apt,113,1,287,2025-10-03,6.15,1,38,54,str21-00051
52441838,Quiet 1-Bedroom guest suite with hot tub access!,35291991,Tiera,,Bozeman,45.71441,-111.02946,Entire home/apt,76,2,117,2025-10-02,2.39,1,352,39,STR23-00178
52513808,Modern Midtown Loft,425045303,Jamie Lynn,,Bozeman,45.68719,-111.04393,Entire home/apt,101,3,84,2025-10-15,1.84,1,277,24,STR23-00148
52537069,"Charming top floor 3 bedroom condo, walk to dinner",374451536,Dan,,Bozeman,45.68326,-111.04304,Entire home/apt,159,1,72,2025-10-10,1.48,3,351,14,STR23-00237
52570170,**Downtown Bozeman Historic Main Street Condo**,12702811,Carla,,Bozeman,45.67941,-111.03955,Entire home/apt,186,3,75,2025-10-06,1.61,3,347,14,STR21-00056
52610317,Downtown Bozeman Main Street Suite,12702811,Carla,,Bozeman,45.68005,-111.03929,Entire home/apt,197,3,127,2025-10-02,2.90,3,347,28,STR22-00005
52629865,Mid-Century Bozeman Townhome ~ 1 Mi to Dtwn!,122381278,Evolve,,Bozeman,45.66863,-111.04056,Entire home/apt,82,30,10,2025-08-31,0.23,10,137,2,
52809552,Dwell Skyview,8224408,Paul,,Bozeman,45.682308,-111.027911,Entire home/apt,162,2,16,2025-04-07,0.34,17,180,1,str22-00017
52864546,Cheerful 5 bedroom residential home .,428015297,Brian,,Bozeman,45.70222,-111.01177,Entire home/apt,800,30,4,2023-12-21,0.10,1,363,0,
52894917,"Large Home w/ Patio & Yard, 2 Mi to Downtown",122381278,Evolve,,Bozeman,45.66021,-111.02286,Entire home/apt,463,30,19,2023-11-05,0.40,10,331,0,
53149809,Midtown Retreat - Condo w/ great location for skii,158595657,Mountain Home,,Bozeman,45.687916,-111.044533,Entire home/apt,298,1,41,2025-10-04,0.92,40,328,15,STR22-00106
53151215,DOWNTOWN BOZEMAN Condo Monthly Rental,417219481,Olivia,,Bozeman,45.67944,-111.03692,Entire home/apt,269,30,1,2022-09-02,0.03,1,121,0,
53281258,Luxury at it's best! King 1 bed studio Super Host!,225774632,Joe And Michelle,,Bozeman,45.68692,-111.04542,Entire home/apt,263,2,35,2025-10-12,0.75,4,361,6,STR23-00080
53344108,Charming 2-Bedroom Apartment – Walk to Downtown!,243371257,Travis,,Bozeman,45.68203,-111.05148,Entire home/apt,135,30,93,2025-05-19,1.96,1,334,1,
53395300,The Nest - Great Value! Cozy ADU Close To Downtown,158595657,Mountain Home,,Bozeman,45.683842,-111.039383,Entire home/apt,271,1,33,2025-10-13,0.71,40,334,10,STR22-00093
53444312,3 Bedroom home Yellowstone/Belgrade/Bozeman/MSU,191771128,Muneer,,Bozeman,45.68708,-111.11291,Entire home/apt,261,3,93,2025-09-15,2.31,1,248,29,Exempt
53493470,Downtown Cowboy Condo on Main,194602628,Lori,,Bozeman,45.678993,-111.022896,Entire home/apt,176,2,164,2025-10-12,3.52,1,295,40,STR21-00053
53607095,Amazing Montana Decor Condo!,225774632,Joe And Michelle,,Bozeman,45.68799,-111.04346,Entire home/apt,237,2,64,2025-10-13,1.38,4,365,13,STR23-00081
53611532,Renovated Townhouse in the Heart of Bozeman,324665946,James,,Bozeman,45.68934,-111.04311,Entire home/apt,170,3,75,2025-09-14,1.81,1,31,9,STR23-00098
53614256,Montana Luxury Condo at its Best!,225774632,Joe And Michelle,,Bozeman,45.68845,-111.04488,Entire home/apt,389,2,50,2025-10-12,1.07,4,357,8,STR23-00079
53631171,Lovely 3 Bedroom Condo Near MSU and Downtown #C,434235941,Tuyet Ngan Thi,,Bozeman,45.6756,-111.06407,Entire home/apt,,1,114,2025-09-14,2.46,3,346,37,Str23-00127
53663663,Studio apartment sits above restaurants & bars,339686590,Shaylee,,Bozeman,45.68693,-111.04391,Entire home/apt,168,30,49,2023-10-16,1.06,1,365,0,
53679965,Private suite / Cali king bed / beautiful Bozeman,19442684,John,,Bozeman,45.67677,-111.07857,Private room,427,4,41,2023-09-25,0.90,1,365,0,STR45-46382
53740492,Walk to everything. We now have air conditioning.,20374203,Laura,,Bozeman,45.68156,-111.04654,Entire home/apt,195,3,55,2025-10-12,1.32,1,338,10,STR22-00014
53888773,Cottage with sauna in downtown Bozeman,60108530,Lark,,Bozeman,45.68372,-111.02553,Entire home/apt,165,1,269,2025-10-14,6.02,1,152,53,STR23-00059
54307070,Downstairs Unit- Nice condo near MSU and downtown,434235941,Tuyet Ngan Thi,,Bozeman,45.67542,-111.06216,Entire home/apt,139,30,19,2022-10-02,0.42,3,290,0,
517215584943706040,💥New! 👑KING BEDS 🐶Pets📍Location ⛰Views 🔹Modern,282205909,Heather,,Bozeman,45.7015,-111.07297,Entire home/apt,221,60,3,2023-11-24,0.08,1,288,0,
537860368072032340,Bozeman Cozy Condo,97952734,Brandy,,Bozeman,45.70885,-111.08043,Entire home/apt,,30,73,2025-06-07,1.61,1,0,2,
546425566378883463,Modern Getaway in Downtown Bozeman!,441798626,Renee,,Bozeman,45.67716,-111.05729,Entire home/apt,400,3,41,2025-09-23,0.94,2,339,10,STR23-00233
548783269779670430,Modern Downtown - Walk to Everything!!,370721732,Rebecca,,Bozeman,45.67235,-111.0466,Entire home/apt,149,2,343,2025-10-16,7.58,2,66,81,STR23-00167
552884755359876744,Westlake Retreat:Midtown BZN,87300632,Liz,,Bozeman,45.68846,-111.04555,Entire home/apt,192,2,61,2025-09-08,1.38,32,192,7,STR23-00022
553433994880561912,"Luxury Bozeman, Montana Cottage Rental",9851660,Tanya,,Bozeman,45.670395,-111.007668,Entire home/apt,186,2,48,2025-10-12,1.62,1,131,23,STR23-00046
553665581841208231,State-Of-The-Art-Cottage (Discounted Clean Fee),7704883,Christyn,,Bozeman,45.67017,-111.0084,Entire home/apt,227,2,59,2025-09-21,1.34,1,14,26,STR23-00154
554209298323260405,"Modern Lux Cottage, Mtn Views, Close to Downtown",19523133,Pele,,Bozeman,45.66952,-111.00864,Entire home/apt,187,2,61,2025-09-18,1.38,2,199,16,STR23-00024
554494826131033621,Charming Home by the Park with a Hot Tub,283815228,Michael,,Bozeman,45.68722,-111.08746,Entire home/apt,160,30,18,2025-09-01,0.42,1,183,3,
557817837659306237,Original Bozeman Farmhouse,149465780,Cathleen,,Bozeman,45.67585,-111.03754,Entire home/apt,377,30,3,2025-08-02,0.23,1,259,2,
559527062706136123,30-day rental in South Bozeman minutes MSU,78849013,Stay Montana,,Bozeman,45.64789,-111.06953,Entire home/apt,116,30,3,2023-04-30,0.07,11,361,0,
561717640997313387,Mntn Views - 5 mins from MSU/dwntwn & hot tub!,215007281,Jack,,Bozeman,45.66922,-111.00741,Entire home/apt,211,2,38,2025-08-19,1.13,1,180,16,STR22-00075
570187917929856190,The Adventurer's Den - Downtown Bozeman,85914608,John,,Bozeman,45.68202,-111.04917,Entire home/apt,151,1,267,2025-10-01,6.94,2,73,79,STR23-00158
573400389346700864,South Tracy Place in Historic Downtown Bozeman,127451313,Pamela,,Bozeman,45.673515,-111.03756,Entire home/apt,205,1,147,2025-10-05,3.37,1,340,31,Str23-00153
577635693880635570,"Modern Downtown Condo, block off Main Street!",102597941,Tom,,Bozeman,45.67809,-111.04699,Entire home/apt,108,3,115,2025-09-25,2.79,1,53,28,STR21-00014
580390397040922793,"Sweet condo 3 bedroom near MSU, downtown Bozeman",434235941,Tuyet Ngan Thi,,Bozeman,45.67516,-111.06284,Entire home/apt,173,1,52,2025-08-29,1.20,3,306,8,Str23-00127
582075717033605282,"Large Townhome, Fenced Yard, walking Trails, a/c",59950618,Kellen,,Bozeman,45.69057,-111.10839,Entire home/apt,149,2,117,2025-10-12,2.70,1,150,38,STR22-00011
588475152538336095,Historic 4 Bdrm w/ Hot Tub- Between MSU & Main St.,91589612,Joanna,,Bozeman,45.67448,-111.04925,Entire home/apt,450,3,83,2025-10-12,2.03,1,282,37,STR24-00117
588556801205015597,"Brick and Iron House, NE Bozeman",143611149,Teri,,Bozeman,45.6828,-111.02837,Entire home/apt,192,2,83,2025-09-28,2.37,1,327,25,STR22-00096
590006855129005370,Downtown Bozeman Condo-Sleeps 5 - Walk to Downtown,3083856,Carrie,,Bozeman,45.67784,-111.04811,Entire home/apt,191,2,95,2025-09-23,2.22,2,59,14,STR23-32377
601374649522692032,Beautiful home in the heart of Gallatin Valley.,7003839,Taylor,,Bozeman,45.68696,-111.09331,Entire home/apt,313,2,52,2025-09-21,1.24,1,340,8,STR22-00015
606641041131550235,The Downtown Bozeman Guest House,30062388,Cary,,Bozeman,45.68107,-111.03519,Entire home/apt,270,3,92,2025-09-23,2.34,1,39,29,STR23-00083
607292612970501183,"BEAR 🐻 bedroom in central Bozeman, ladies only",69417001,Louisa,,Bozeman,45.67741,-111.05991,Private room,48,27,16,2024-12-03,0.39,8,361,1,
607365320794077990,"FOX 🦊 bedroom in central Bozeman, ladies only",69417001,Louisa,,Bozeman,45.67687,-111.06147,Private room,45,28,14,2025-09-13,0.34,8,236,5,
609294509698157532,Stylish 2-br condo in charming downtown Bozeman,425903673,Patricia,,Bozeman,45.67801754053326,-111.0468779406456,Entire home/apt,171,2,119,2025-09-07,2.98,1,326,24,STR22-00044
618334957573105453,"Modern Guest Suite, 3 Miles from Downtown Bozeman",49756188,Marissa,,Bozeman,45.64664,-111.06569,Entire home/apt,153,2,118,2025-09-21,2.97,2,294,36,STR22-00077
620357586433612824,Play in the mountains & stay downtown!,40742998,Katie,,Bozeman,45.68145,-111.04979,Entire home/apt,144,30,52,2025-07-30,1.27,1,193,1,
620806144709121248,Cozy 2 bedroom townhouse near downtown Bozeman.,322166386,Han,,Bozeman,45.682636,-111.058601,Entire home/apt,,3,120,2025-09-19,3.22,1,128,29,STR22-00065
621036084065264104,Elegant Bozeman Retreat!,266774265,Suz,,Bozeman,45.685432,-111.082054,Entire home/apt,250,30,2,2025-04-01,0.06,1,118,1,
625945698382957503,Casa Opa - Immaculate luxury townhome just a few b,158595657,Mountain Home,,Bozeman,45.683735,-111.041245,Entire home/apt,486,1,31,2025-10-04,0.78,40,313,15,STR22-00099
626166007252132576,4-Bedroom House in Central Bozeman,68861172,Erica,,Bozeman,45.68995,-111.05319,Entire home/apt,,2,48,2025-08-12,1.20,1,0,16,STR23-00044
629234668508392975,Garden Basement Apartment,20214941,Alli,,Bozeman,45.66106,-111.0353,Entire home/apt,114,3,76,2025-09-29,1.87,1,221,27,STR23-00089
629671506047024108,Bozeman Bungalow Downtown,6542194,Jenny,,Bozeman,45.6813371,-111.0297002,Entire home/apt,179,2,137,2025-09-07,3.70,1,285,24,STR22-00072
