listing_id,date
37676,2010-07-22
37676,2010-08-02
37676,2010-08-06
37676,2010-08-08
37676,2010-08-13
37676,2010-08-17
37676,2010-08-26
37676,2010-08-29
37676,2010-09-05
37676,2010-09-11
37676,2010-09-14
37676,2010-09-20
37676,2010-10-06
37676,2010-10-14
37676,2010-10-29
37676,2010-11-07
37676,2010-12-08
37676,2010-12-21
37676,2011-01-24
37676,2011-03-02
37676,2011-03-21
37676,2011-03-28
37676,2011-04-09
37676,2011-05-01
37676,2011-05-06
37676,2011-05-16
37676,2011-05-20
37676,2011-05-30
37676,2011-06-10
37676,2011-07-08
37676,2011-07-11
37676,2011-08-03
37676,2011-08-09
37676,2011-08-17
37676,2011-08-20
37676,2011-08-30
37676,2011-09-03
37676,2011-09-24
37676,2011-09-28
37676,2011-10-19
37676,2011-11-02
37676,2012-04-11
37676,2012-04-13
37676,2012-04-20
37676,2012-04-23
37676,2012-04-26
37676,2012-05-03
37676,2012-05-05
37676,2012-05-12
37676,2012-05-18
37676,2012-06-16
37676,2012-07-16
37676,2012-07-20
37676,2012-08-11
37676,2012-08-21
37676,2012-08-27
37676,2012-09-03
37676,2012-09-05
37676,2012-09-17
37676,2012-09-19
37676,2012-09-25
37676,2012-09-28
37676,2012-10-08
37676,2012-10-18
37676,2012-10-22
37676,2012-10-26
37676,2012-11-03
37676,2012-11-08
37676,2012-11-17
37676,2012-11-25
37676,2013-03-26
37676,2013-04-02
37676,2013-04-21
37676,2013-05-13
37676,2013-06-03
37676,2013-06-25
37676,2013-09-01
37676,2013-09-17
37676,2013-09-25
37676,2013-10-17
37676,2013-12-13
37676,2014-02-01
37676,2014-02-23
37676,2014-05-09
37676,2014-07-01
37676,2014-07-12
37676,2014-07-20
37676,2014-08-16
37676,2014-08-24
37676,2014-09-01
37676,2014-10-28
37676,2015-01-21
37676,2015-06-20
37676,2015-07-01
37676,2015-07-29
37676,2015-09-03
37676,2015-09-21
37676,2015-10-21
37676,2016-05-24
37676,2016-06-05
37676,2017-01-28
37676,2017-03-27
37676,2017-04-07
37676,2017-07-10
37676,2017-07-28
37676,2017-10-02
37676,2017-10-16
37676,2018-05-12
37676,2018-06-22
37676,2018-07-02
37676,2018-08-24
37676,2018-12-12
37676,2019-03-23
37676,2019-04-07
37676,2019-06-08
37676,2019-07-29
37676,2019-08-11
37676,2019-08-24
37676,2019-08-31
37676,2019-09-08
37676,2019-09-15
37676,2019-10-11
37676,2021-02-06
37676,2021-05-29
37676,2021-09-18
37676,2021-12-01
37676,2022-04-02
37676,2022-06-06
37676,2022-08-20
37676,2023-03-11
37676,2023-12-16
37676,2024-09-15
37676,2025-03-10
37676,2025-06-29
61893,2016-11-13
61893,2018-04-01
61893,2018-06-04
61893,2018-10-14
61893,2019-02-02
61893,2019-05-31
61893,2019-08-17
61893,2019-11-12
61893,2020-03-31
61893,2020-08-31
61893,2020-11-16
61893,2021-01-31
61893,2021-07-02
61893,2021-08-05
61893,2021-12-01
61893,2022-02-05
61893,2022-04-16
61893,2022-05-23
61893,2022-07-28
61893,2022-09-28
61893,2022-10-31
61893,2023-05-22
61893,2023-10-20
61893,2024-08-23
61893,2024-11-27
67036,2011-02-15
67036,2011-03-27
67036,2011-03-31
67036,2011-04-05
67036,2011-04-30
67036,2011-05-02
67036,2011-05-05
67036,2011-05-08
67036,2011-06-06
67036,2011-09-26
67036,2011-10-04
67036,2011-10-11
67036,2011-11-01
67036,2011-11-07
67036,2012-01-03
67036,2012-05-29
67036,2018-08-26
67036,2018-09-03
67036,2018-09-30
67036,2018-10-14
67036,2018-11-05
67036,2018-11-12
67036,2019-01-21
67036,2019-02-10
67036,2019-04-14
67036,2019-06-23
67036,2019-06-29
67036,2019-07-15
67036,2019-09-02
67036,2019-10-06
67036,2022-06-06
67036,2022-06-12
67036,2022-06-27
67036,2022-07-04
67036,2022-07-24
67036,2022-07-31
67036,2022-08-12
67036,2022-08-21
67036,2022-09-20
67036,2022-10-10
67036,2023-02-12
67036,2023-04-02
67036,2023-04-24
67036,2023-05-06
67036,2023-05-30
67036,2023-06-05
67036,2023-07-25
67036,2023-08-05
67036,2023-08-11
67036,2023-08-21
67036,2023-09-10
67036,2023-10-09
67036,2023-10-16
67036,2023-10-29
67036,2023-11-05
67036,2024-04-01
67036,2024-05-06
67036,2024-05-17
67036,2024-05-27
67036,2024-06-11
67036,2024-06-19
67036,2024-06-23
67036,2024-07-07
67036,2024-07-15
67036,2024-07-22
67036,2024-08-09
67036,2024-08-18
67036,2024-08-30
67036,2024-09-23
67036,2024-10-05
67036,2024-10-28
67036,2024-12-01
67036,2025-04-11
67036,2025-05-05
67036,2025-05-11
67036,2025-05-17
67036,2025-06-08
67036,2025-06-29
67036,2025-07-13
67036,2025-07-27
77522,2012-02-01
77522,2012-02-04
77522,2012-06-21
77522,2012-07-09
77522,2012-08-01
77522,2012-09-22
77522,2012-10-20
77522,2013-01-26
77522,2013-05-06
77522,2013-10-08
77522,2013-11-18
77522,2014-02-23
77522,2014-03-13
77522,2014-03-19
77522,2014-04-16
77522,2014-06-01
77522,2014-07-01
77522,2014-07-10
77522,2014-07-14
77522,2014-07-22
77522,2014-09-11
77522,2014-09-22
77522,2014-11-12
77522,2015-06-12
77522,2015-06-19
77522,2015-06-26
77522,2015-07-12
77522,2015-07-18
77522,2015-07-30
77522,2015-08-25
77522,2015-10-02
77522,2015-11-29
77522,2016-01-29
77522,2016-04-05
77522,2016-04-19
77522,2016-06-01
77522,2016-07-15
77522,2016-09-01
77522,2016-09-09
77522,2016-10-10
77522,2016-11-30
77522,2016-12-10
77522,2017-03-15
77522,2017-03-30
77522,2017-05-31
77522,2017-06-17
77522,2017-07-09
77522,2017-07-24
77522,2017-07-28
77522,2017-07-31
77522,2017-08-06
77522,2017-08-08
77522,2017-08-21
77522,2017-08-23
77522,2017-08-26
77522,2017-08-28
77522,2017-09-03
77522,2017-09-05
77522,2017-10-05
77522,2017-12-14
77522,2018-03-30
77522,2018-07-14
77522,2018-07-16
77522,2018-08-09
77522,2018-09-12
77522,2018-09-20
77522,2018-10-21
77522,2019-01-20
77522,2019-03-15
77522,2019-04-30
77522,2019-05-08
77522,2019-07-01
77522,2019-07-07
77522,2019-08-14
77522,2019-09-25
77522,2019-09-28
77522,2019-10-06
77522,2019-10-14
77522,2019-12-14
77522,2020-01-01
77522,2020-01-10
77522,2020-02-16
77522,2020-03-16
77522,2022-01-23
77522,2022-02-28
77522,2022-05-01
77522,2022-05-06
77522,2022-05-08
77522,2022-05-10
77522,2022-05-17
77522,2022-08-14
77522,2022-08-23
77522,2022-11-10
77522,2022-11-14
77522,2022-11-29
77522,2023-01-24
77522,2023-02-06
77522,2023-02-20
77522,2023-02-27
77522,2023-03-05
77522,2023-03-13
77522,2023-10-14
77522,2023-10-16
77522,2023-10-22
77522,2023-10-29
77522,2023-12-02
77522,2023-12-18
77522,2023-12-30
77522,2024-01-01
77522,2024-01-18
77522,2024-01-28
77522,2024-03-16
77522,2024-03-24
77522,2024-04-05
77522,2024-04-06
77522,2024-05-01
77522,2024-05-08
77522,2024-05-13
77522,2024-05-27
77522,2024-06-08
77522,2024-06-27
77522,2024-07-09
77522,2024-07-14
77522,2024-07-25
77522,2024-08-08
77522,2024-08-15
77522,2024-08-20
77522,2024-08-26
77522,2024-08-31
77522,2024-09-08
77522,2024-09-22
77522,2024-10-15
77522,2024-11-03
77522,2024-11-09
77522,2024-11-11
77522,2024-11-17
77522,2024-12-10
77522,2025-02-16
93613,2011-10-03
93613,2011-10-09
93613,2012-02-05
93613,2012-02-27
93613,2012-06-16
93613,2012-06-30
93613,2012-07-07
93613,2012-07-16
93613,2012-07-21
93613,2012-07-28
93613,2012-08-10
93613,2012-08-15
93613,2012-08-28
93613,2012-11-01
93613,2012-11-07
93613,2012-11-09
93613,2013-03-25
93613,2013-06-01
93613,2013-06-27
93613,2013-08-28
93613,2013-11-05
93613,2013-11-27
93613,2013-12-02
93613,2014-03-25
93613,2014-03-31
93613,2014-04-06
93613,2014-05-20
93613,2014-08-16
93613,2014-08-17
93613,2014-09-06
93613,2014-10-07
93613,2014-10-13
93613,2014-10-20
93613,2014-10-24
93613,2014-10-26
93613,2014-11-07
93613,2014-11-18
93613,2015-01-26
93613,2015-04-15
93613,2015-04-25
93613,2015-05-08
93613,2015-05-11
93613,2015-05-25
93613,2015-06-17
93613,2015-06-21
93613,2015-06-28
93613,2015-07-12
93613,2015-07-29
93613,2016-03-09
93613,2016-03-17
93613,2016-04-06
93613,2016-07-03
93613,2016-07-07
93613,2016-09-01
93613,2016-09-05
93613,2016-09-12
93613,2016-10-31
93613,2017-02-26
93613,2017-03-05
93613,2017-05-08
93613,2017-06-27
93613,2017-08-14
93613,2020-01-18
93613,2021-07-01
93613,2022-04-04
93613,2023-09-01
93613,2024-01-15
93613,2025-09-01
99355,2012-02-14
99355,2012-04-27
99355,2012-06-17
99355,2012-06-25
99355,2012-08-06
99355,2012-11-12
99355,2012-11-27
99355,2012-12-28
99355,2013-01-15
99355,2013-03-17
99355,2013-04-29
99355,2013-05-28
99355,2013-08-01
99355,2013-08-10
99355,2013-11-02
99355,2013-11-04
99355,2013-11-14
99355,2014-01-30
99355,2014-02-07
99355,2014-02-25
99355,2014-04-06
99355,2014-05-12
99355,2014-06-06
99355,2014-07-17
99355,2014-07-29
99355,2014-10-13
99355,2015-02-23
99355,2015-03-05
99355,2015-03-09
99355,2015-03-23
99355,2015-04-27
99355,2015-06-22
99355,2015-07-25
99355,2015-07-30
99355,2015-08-13
99355,2015-11-13
99355,2015-11-22
99355,2015-12-21
99355,2016-02-24
99355,2016-05-23
99355,2016-06-24
99355,2016-07-27
99355,2016-09-06
99355,2016-09-11
99355,2016-09-17
99355,2016-10-08
99355,2016-10-23
99355,2016-11-26
99355,2016-12-12
99355,2016-12-21
99355,2016-12-30
99355,2017-01-02
99355,2017-01-29
99355,2017-02-13
99355,2017-02-20
99355,2017-03-04
99355,2017-03-25
99355,2017-03-30
99355,2017-04-05
99355,2017-04-10
99355,2017-04-16
99355,2017-05-27
99355,2017-06-20
99355,2017-06-30
99355,2017-07-23
99355,2017-07-24
99355,2017-08-06
99355,2017-08-14
99355,2017-08-19
99355,2017-08-20
99355,2017-08-27
99355,2017-09-01
99355,2017-09-04
99355,2017-09-23
99355,2017-09-24
99355,2017-10-15
99355,2017-10-18
99355,2017-12-27
99355,2018-01-01
99355,2018-01-04
99355,2018-01-18
99355,2018-01-28
99355,2018-02-02
99355,2018-02-04
99355,2018-02-07
99355,2018-02-08
99355,2018-02-17
99355,2018-02-19
99355,2018-03-03
99355,2018-03-11
99355,2018-03-18
99355,2018-03-29
99355,2018-03-30
99355,2018-04-12
99355,2018-04-22
99355,2018-05-01
99355,2018-05-21
99355,2018-05-28
99355,2018-06-03
99355,2018-06-06
99355,2018-06-19
99355,2018-06-20
99355,2018-07-07
99355,2018-07-09
99355,2018-07-16
99355,2018-07-22
99355,2018-07-26
99355,2018-08-08
99355,2018-08-27
99355,2018-09-09
99355,2018-09-23
99355,2018-09-30
99355,2018-10-10
99355,2018-10-14
99355,2018-10-21
99355,2018-11-02
99355,2018-11-04
99355,2018-11-12
99355,2018-11-25
99355,2018-12-29
99355,2019-01-22
99355,2019-02-01
99355,2019-02-10
99355,2019-02-13
99355,2019-02-25
99355,2019-03-04
99355,2019-03-17
99355,2019-03-23
99355,2019-03-27
99355,2019-03-31
99355,2019-05-02
99355,2019-05-08
99355,2019-05-19
99355,2019-06-09
99355,2019-06-15
99355,2019-06-18
99355,2019-06-24
99355,2019-06-30
99355,2019-07-07
99355,2019-07-21
99355,2019-07-31
99355,2019-08-03
99355,2019-08-11
99355,2019-08-16
99355,2019-08-26
99355,2019-09-03
99355,2019-09-11
99355,2019-09-24
99355,2019-10-13
99355,2019-10-28
99355,2019-11-03
99355,2019-11-07
99355,2019-11-10
99355,2019-12-01
99355,2019-12-16
99355,2019-12-24
99355,2020-01-12
99355,2020-01-15
99355,2020-01-20
99355,2020-02-09
99355,2020-02-16
99355,2020-02-20
99355,2020-02-28
99355,2020-03-02
99355,2020-05-24
99355,2020-06-29
99355,2020-07-06
99355,2020-07-12
99355,2020-07-18
99355,2020-07-27
99355,2020-07-31
99355,2020-08-02
99355,2020-08-09
99355,2020-08-15
99355,2020-08-16
99355,2020-08-23
99355,2020-09-08
99355,2020-09-28
99355,2020-10-09
99355,2020-10-14
99355,2020-10-18
99355,2020-10-25
99355,2020-11-15
99355,2020-12-06
99355,2021-01-02
99355,2021-02-20
99355,2021-03-08
99355,2021-03-22
99355,2021-04-08
99355,2021-04-14
99355,2021-04-20
99355,2021-04-26
99355,2021-05-02
99355,2021-05-03
99355,2021-05-15
99355,2021-06-03
99355,2021-06-05
99355,2021-07-22
99355,2021-07-31
99355,2021-08-19
99355,2021-08-27
99355,2021-08-28
99355,2021-08-30
99355,2021-09-13
99355,2021-09-23
99355,2021-09-26
99355,2021-09-27
99355,2021-10-02
99355,2021-10-03
99355,2021-10-13
99355,2021-10-22
99355,2021-10-28
99355,2021-10-31
99355,2021-11-28
99355,2021-12-16
99355,2021-12-24
99355,2021-12-28
99355,2021-12-29
99355,2022-01-31
99355,2022-02-06
99355,2022-02-12
99355,2022-02-13
99355,2022-02-25
99355,2022-02-27
99355,2022-03-01
99355,2022-03-11
99355,2022-03-12
99355,2022-03-13
99355,2022-03-16
99355,2022-03-21
99355,2022-03-27
99355,2022-03-29
99355,2022-04-02
99355,2022-04-06
99355,2022-04-08
99355,2022-04-15
99355,2022-04-17
99355,2022-05-03
99355,2022-05-25
99355,2022-05-30
99355,2022-06-06
99355,2022-06-18
99355,2022-06-19
99355,2022-06-21
99355,2022-06-29
99355,2022-07-05
99355,2022-07-09
99355,2022-07-12
99355,2022-07-15
99355,2022-07-18
99355,2022-08-09
99355,2022-08-14
