variable_name,data_type,n_unique,n_missing,pct_missing,min,max,range,mean,median,std,precision,mode
id,continuous,4358.0,0,0.0,37676,1502342378545523430,1.5023423785454858e+18,5.114447864206727e+17,52935961.5,5.6549632530209594e+17,0.0,37676
listing_url,discrete_categorical,4358.0,0,0.0,https://www.airbnb.com/rooms/1000814547576538131,https://www.airbnb.com/rooms/9995993,,,,,,https://www.airbnb.com/rooms/1000814547576538131
scrape_id,discrete_numeric,1.0,0,0.0,20250906174546,20250906174546,0.0,20250906174546.0,20250906174546.0,0.0,0.0,20250906174546
last_scraped,discrete_categorical,2.0,0,0.0,2025-09-06,2025-09-07,,,,,,2025-09-07
source,discrete_categorical,2.0,0,0.0,city scrape,previous scrape,,,,,,city scrape
name,discrete_categorical,4302.0,0,0.0,"""Crown Vic"" - sweet modern renovated Victorian",🧚‍♂️🐅🪞The Gem on Hawthorne🌱🌈 🪩,,,,,,Wyndham Portland Waterfront Park Resort | Studio
description,discrete_categorical,3969.0,65,1.49,""" The Maple"" Comfortable bedroom in the quiet St. ...","🏡 Chic Urban Retreat in NW Portland Walkable, Cozy...",,,,,,"When your idea of vacation calls for quirk, Portla..."
neighborhood_overview,discrete_categorical,2463.0,1506,34.56,""" Restaurant Row"" is a roughly T-shaped dining and...","❤︎ As far as Portland locations go, ours is perfec...",,,,,,• Club Wyndham Portland Waterfront Park Resort is ...
picture_url,discrete_categorical,4311.0,0,0.0,https://a0.muscache.com/pictures/0013d752-1c1c-4d4...,https://a0.muscache.com/pictures/prohost-api/Hosti...,,,,,,https://a0.muscache.com/pictures/hosting/Hosting-U...
host_id,continuous,2926.0,0,0.0,1618,716123682,716122064.0,134954539.6732446,44453075.5,182436126.0280258,0.0,592522307
host_url,discrete_categorical,2926.0,0,0.0,https://www.airbnb.com/users/show/10042363,https://www.airbnb.com/users/show/9996037,,,,,,https://www.airbnb.com/users/show/592522307
host_name,discrete_categorical,1472.0,7,0.16,Aaliyah Mumtaz,Zosia,,,,,,Trevor
host_since,discrete_categorical,2000.0,7,0.16,2008-08-08,2025-08-29,,,,,,2024-07-27
host_location,discrete_categorical,173.0,598,13.72,"Ajijic, Mexico","Zagreb, Croatia",,,,,,"Portland, OR"
host_about,discrete_categorical,1953.0,1442,33.09,"""We wander for distraction, but we travel for fulf...",最大的梦想是周游世界 有了Airbnb可以轻松的梦想成真 每一次身在异国他乡 都会遇到贴心的房东 终...,,,,,,Here at Leavetown we are passionate about providin...
host_response_time,discrete_categorical,4.0,677,15.53,a few days or more,within an hour,,,,,,within an hour
host_response_rate,discrete_categorical,33.0,677,15.53,0%,99%,,,,,,100%
host_acceptance_rate,discrete_categorical,79.0,542,12.44,0%,99%,,,,,,100%
host_is_superhost,discrete_categorical,2.0,63,1.45,f,t,,,,,,t
host_thumbnail_url,discrete_categorical,2890.0,7,0.16,https://a0.muscache.com/defaults/user_pic-50x50.pn...,https://z1.muscache.cn/im/pictures/user/User-58062...,,,,,,https://a0.muscache.com/im/pictures/user/User/orig...
host_picture_url,discrete_categorical,2890.0,7,0.16,https://a0.muscache.com/defaults/user_pic-225x225....,https://z1.muscache.cn/im/pictures/user/User-58062...,,,,,,https://a0.muscache.com/im/pictures/user/User/orig...
host_neighbourhood,discrete_categorical,187.0,208,4.77,Alameda,Woodstock,,,,,,Northwest Portland
host_listings_count,continuous,64.0,7,0.16,1.0,3883.0,3882.0,49.46081360606757,2.0,312.6442130023258,1.0,1.0
host_total_listings_count,continuous,71.0,7,0.16,1.0,9656.0,9655.0,87.2882096069869,2.0,595.7950856146465,1.0,1.0
host_verifications,discrete_categorical,6.0,7,0.16,"['email', 'phone', 'work_email']",[],,,,,,"['email', 'phone']"
host_has_profile_pic,discrete_categorical,2.0,7,0.16,f,t,,,,,,t
host_identity_verified,discrete_categorical,2.0,7,0.16,f,t,,,,,,t
neighbourhood,discrete_categorical,1.0,1506,34.56,Neighborhood highlights,Neighborhood highlights,,,,,,Neighborhood highlights
neighbourhood_cleansed,discrete_categorical,92.0,0,0.0,Alameda,Woodstock,,,,,,Northwest District
neighbourhood_group_cleansed,empty,,4358,100.0,,,,,,,,
latitude,continuous,3774.0,0,0.0,45.43340226867938,45.61596,0.18255773132062103,45.52706735300514,45.526205250000004,0.03296773409473651,15.0,45.5206203
longitude,continuous,3836.0,0,0.0,-122.83344,-122.48413129553136,0.3493087044686405,-122.65163493965645,-122.65302,0.047049710641856285,14.0,-122.6712424
property_type,discrete_categorical,45.0,0,0.0,Camper/RV,Yurt,,,,,,Entire home
room_type,discrete_categorical,3.0,0,0.0,Entire home/apt,Shared room,,,,,,Entire home/apt
accommodates,discrete_numeric,16.0,0,0.0,1,16,15.0,3.599357503441946,3.0,2.176642663507657,0.0,2
bathrooms,discrete_numeric,16.0,594,13.63,0.0,12.0,12.0,1.315356004250797,1.0,0.7349648824327111,0.0,1.0
bathrooms_text,discrete_categorical,27.0,0,0.0,0 baths,Shared half-bath,,,,,,1 bath
bedrooms,discrete_numeric,10.0,125,2.87,0.0,9.0,9.0,1.514528703047484,1.0,1.0693527189006766,0.0,1.0
beds,discrete_numeric,17.0,594,13.63,0.0,17.0,17.0,1.9694473963868224,2.0,1.4124730472157494,0.0,1.0
